"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","총 주차면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","위도","경도"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50548711","126.98006107"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50536845","126.98079971"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.5054585","126.9800521"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.5054026","126.9808098"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50537107","126.98002564"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50550403","126.98021639"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50515806","126.98074142"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50545741","126.98067513"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50533627","126.98079074"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.5053083","126.98013654"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50522862","126.97998828"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50563373","126.98009844"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50548244","126.98068261"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50540027","126.98003536"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50537832","126.98065952"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50550748","126.98068709"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50534305","126.98001892"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","2026-04-07 11:09:16","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","37.50517015","126.97997247"
"1486889","삼성동 제1공영주차장(구)","관악구 신림동 808-498 원산2길 40 일대","NS","노상 주차장","1","시간제 주차장","02-2081-2600","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2026-04-22 17:45:40","Y","유료","Y","유료","0","1162010200003","150","5","0","0","0","0","0","0","0","",""
"1486978","신림동 제2공영주차장(구)","관악구 신림동 1472-1","NS","노상 주차장","1","시간제 주차장","02-2081-2600","0","미연계중","1","Y","유료","N","야간 미개방","1000","2000","1000","2000","1000","2000","2026-04-24 15:44:37","N","무료","N","무료","0","1162010200005","250","5","0","0","0","0","0","0","0","",""
"1486995","조원동 제2공영주차장(구)","관악구 신림동 1675-5 조원로 4~37구간","NS","노상 주차장","1","시간제 주차장","02-2081-2600","0","미연계중","1","Y","유료","N","야간 미개방","1000","2000","1000","2000","1000","2000","2026-04-29 18:44:56","N","무료","N","무료","0","1162010200006","250","5","0","0","0","0","0","0","0","",""
"1486998","낙성대 제1공영주차장(구)","관악구 봉천동 1627-10","NS","노상 주차장","1","시간제 주차장","02-2081-2600","0","미연계중","1","Y","유료","N","야간 미개방","1000","2000","1000","2000","1000","2000","2026-04-29 17:45:14","N","무료","N","무료","0","1162010100035","250","5","0","0","0","0","0","0","0","",""
"1487237","서원동 제1공영주차장(구)","관악구 신림동 1642-7 관천로 32~44구간","NS","노상 주차장","1","시간제 주차장","02-2081-2600","0","미연계중","1","Y","유료","N","야간 미개방","1000","2000","1000","2000","1000","2000","2026-04-29 18:36:33","N","무료","N","무료","0","1162010200008","250","5","0","0","0","0","0","0","0","",""
"1495425","영동대로106길(구)","강남구 삼성동 172-7","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 14:41:30","Y","유료","Y","유료","120000","1168010500054","300","5","300","5","0","0","0","0","","",""
"1495481","논현로28길 노상공영 주차장(구)","강남구 도곡동 524-0","NS","노상 주차장","1","시간제 주차장","02-2176-0907","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2023-07-20 11:59:24","Y","유료","Y","유료","120000","1168011800023","300","5","300","5","0","0","0","0","0","",""
"1495566","논현로28길 노상공영 주차장(구)","강남구 도곡동 524-0","NS","노상 주차장","1","시간제 주차장","02-2176-0907","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2023-07-20 11:59:24","Y","유료","Y","유료","120000","1168011800023","300","5","300","5","0","0","0","0","0","",""
"1495580","테헤란로64길(구)","강남구 대치동 1011-19","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 15:06:10","Y","유료","Y","유료","150000","1168010600001","400","5","400","5","0","0","0","0","","",""
"1495582","도산대로45길(구)","강남구 신사동 668-23","NS","노상 주차장","1","시간제 주차장","02-1544-3113","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","1000","2000","0000","0000","0000","0000","2025-07-17 13:50:35","Y","유료","Y","유료","150000","1168010700061","400","5","400","5","0","0","0","0","0","",""
"1495593","선릉로146길 노상공영주차장(구)","강남구 청담동 77-27","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","1000","2000","0000","0000","0000","0000","2023-07-18 16:59:53","Y","유료","Y","유료","150000","1168010400018","400","5","0","0","0","0","0","0","","",""
"1495594","선릉로132길 노상공영 주차장(구)","강남구 청담동 77-84","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2023-07-20 10:34:16","Y","유료","Y","유료","150000","1168010400024","400","5","400","5","0","0","0","0","","",""
"1495596","영동대로85길(구)","강남구 대치동 1012-15","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 14:57:49","Y","유료","Y","유료","150000","1168010600058","400","5","400","5","0","0","0","0","","",""
"1495622","남부순환로397길(구)","강남구 대치동 600-13","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 17:56:04","Y","유료","Y","유료","120000","1168010600027","300","5","300","5","0","0","0","0","","",""
"1495632","대치동507-3(구)","강남구 대치동 507-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 14:11:39","Y","유료","Y","유료","120000","1168010600029","300","5","300","5","0","0","0","0","","",""
"1495682","영동대로96길(구)","강남구 삼성동 172-41","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 14:53:51","Y","유료","Y","유료","120000","1168010500056","300","5","300","5","0","0","0","0","","",""
"1495734","언주로147길(구)","강남구 논현동 279-22","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 17:41:40","Y","유료","Y","유료","150000","1168010800064","400","5","400","5","0","0","0","0","","",""
"1495777","영동대로85길(구)","강남구 대치동 1012-28","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 14:57:49","Y","유료","Y","유료","150000","1168010600058","400","5","400","5","0","0","0","0","","",""
"1495907","언주로171길(구)","강남구 신사동 668-11","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2025-07-17 16:14:43","Y","유료","Y","유료","150000","1168010700034","400","5","400","5","0","0","0","0","","",""
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52619203","127.0283827"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.526","127.0283693"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52615355","127.02838"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52607585","127.0284453"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52607658","127.0283747"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52596112","127.0283666"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52619371","127.0284518"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52591869","127.0284366"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52603656","127.0284431"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52623052","127.0283853"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52595798","127.0284388"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52615442","127.0284496"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52592264","127.028364"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52603809","127.028372"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52611506","127.0283773"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52611513","127.0284475"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.526233","127.028454"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.526269","127.028388"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","2026-04-07 11:16:27","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","37.52599727","127.0284409"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53083746","127.02490955"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53101142","127.02468977"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53096133","127.02485914"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53099965","127.02466431"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53094474","127.02485526"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53076162","127.02476429"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53093819","127.02480744"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53103361","127.02473969"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53083735","127.02497327"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53093639","127.02489492"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53091601","127.02475751"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53106835","127.02481727"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53082477","127.02485092"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.5307825","127.02478111"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53083599","127.02487774"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53102238","127.02471437"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53089304","127.02470782"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2026-04-07 11:13:59","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","37.53098845","127.02464007"
"1496449","압구정고가2 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","Y","유료","N","야간 미개방","0900","2000","0900","2100","0900","2100","2026-04-07 11:17:23","N","무료","N","무료","0","1168010700062","810","5","810","5","0","0","0","0","0","37.52560931","127.0283531"
